"Time","T0092","","T0092","","T0092","","T0092","","T0092","","T0092","","T0092",""
"and","10.00","","10.50","","400.00","","400.55","","400.56","","430.00","","550.00",""
"Date","Pioggia (mm)","","Pioggia (mm)","","Temp. aria (°C)","","Temp. aria (°C)","","Temp. aria (°C)","","Umid.relat. aria (%)","","Pressione atm. (hPa)",""
"","Total","Qual","Total","Qual","Mean","Qual","Min","Qual","Max","Qual","Mean","Qual","Mean","Qual"
00:00:00 01/08/2019,       103.8,      1,       103.3,      1,        12.2,      1,         5.1,      1,        21.4,      1,"",    255,"",    255
00:00:00 01/09/2019,       127.0,      1,       127.7,      1,         8.4,      1,        -0.2,      1,        19.2,      1,"",    255,"",    255
00:00:00 01/10/2019,        96.6,      1,        96.6,      1,         5.2,      1,        -2.3,      1,        15.6,      1,"",    255,"",    255
00:00:00 01/11/2019,       381.6,      1,       381.6,      1,        -1.6,      1,        -9.3,      1,         6.6,      1,"",    255,"",    255
00:00:00 01/12/2019,        77.4,      1,        77.4,      1,        -2.8,      1,       -11.3,      1,         4.2,      1,"",    255,"",    255
00:00:00 01/01/2020,         3.6,      1,         3.6,      1,        -2.7,      1,       -12.8,      1,         5.0,      1,"",    255,"",    255
00:00:00 01/02/2020,         2.8,      1,         3.0,      1,        -2.6,      1,       -11.3,      1,         8.7,      1,"",    255,"",    255
00:00:00 01/03/2020,       107.8,      1,       107.5,      1,        -2.4,      1,       -13.4,      1,        11.2,      1,"",    255,"",    255
00:00:00 01/04/2020,        30.8,      1,        28.2,      1,         3.1,      1,       -12.7,      1,        13.1,      1,"",    255,"",    255
00:00:00 01/05/2020,       129.0,      1,       131.5,      1,         5.7,      1,        -2.6,      1,        17.5,      1,"",    255,"",    255
00:00:00 01/06/2020,       181.6,      1,       181.6,      1,         8.4,      1,        -0.4,      1,        19.4,      1,"",    255,"",    255
00:00:00 01/07/2020,       231.0,      1,       231.0,      1,        11.7,      1,         2.3,    140,        23.6,    140,"",    255,"",    255
00:00:00 01/08/2020,       389.2,      1,       385.2,      1,        11.9,    140,         1.5,    140,        23.6,      1,"",    255,"",    255
00:00:00 01/09/2020,       108.6,      1,       112.6,      1,         8.5,      1,        -3.1,      1,        19.3,      1,"",    255,"",    255
00:00:00 01/10/2020,       299.6,      1,       299.6,      1,         1.9,      1,        -5.9,      1,        12.6,      1,"",    255,"",    255
00:00:00 01/11/2020,         9.8,      1,         9.8,      1,         1.7,      1,        -8.3,      1,        12.4,      1,"",    255,"",    255
00:00:00 01/12/2020,       332.0,    140,       332.0,    140,        -4.3,      1,       -11.7,      1,         5.1,      1,"",    255,"",    255
00:00:00 01/01/2021,       175.8,    140,       175.8,    140,        -7.3,      1,       -15.4,      1,         1.5,      1,"",    255,"",    255
00:00:00 01/02/2021,        96.0,    140,        96.0,    140,        -3.4,      1,       -17.7,      1,         8.5,      1,"",    255,"",    255
00:00:00 01/03/2021,         3.6,      1,         3.6,      1,        -3.1,      1,       -14.6,      1,        15.1,    140,"",    255,"",    255
00:00:00 01/04/2021,        38.2,      1,        37.5,      1,        -1.6,      1,       -13.4,      1,        10.9,      1,"",    255,"",    255
00:00:00 01/05/2021,       165.8,      1,       166.5,      1,         2.6,      1,        -4.9,      1,        12.4,      1,"",    255,"",    255
00:00:00 01/06/2021,        90.0,      1,        88.0,      1,        10.9,      1,         0.9,      1,        21.3,      1,"",    255,"",    255
00:00:00 01/07/2021,       266.6,      1,       278.1,      1,        11.4,      1,         2.9,      1,        20.1,      1,"",    255,"",    255
00:00:00 01/08/2021,       169.8,      1,       159.8,      1,        10.2,      1,         0.8,      1,        22.2,      1,"",    255,"",    255
